,Unnamed: 0,Date,User,Tweet,English
173,173,2022-04-21 01:21:19+00:00,abetoshiko,おはようございます。自民党　#地方創生 実行統合本部に、#真庭 から太田市長が　「稼ぐ地方創生」の取り組みを説明しています。誇らしいですね^ ^本日もよろしくお願い致します。 場所: 自由民主党 https://t.co/6vaw2VvgOK,"good morning. Mayor Ota from #Maniwa explains to the Liberal Democratic Party #Regional Revitalization Execution Integration Headquarters about the efforts for ""profitable regional revitalization"". I'm proud ^ ^ Thank you for your continued support today. Location: Liberal Democratic Party https://t.co/6vaw2VvgOK"
174,174,2022-04-20 13:07:57+00:00,Jinken_Center,"“転職せずに地方移住”が可能!? ライフスタイルに合わせた新たな働き方「地方創生テレワーク」とは？(TOKYO FM＋)
#Yahooニュース
https://t.co/y4HdlkzU9k","Is it possible to “relocate to the region without changing jobs”? (TOKYO FM+)
#Yahoo News
https://t.co/y4HdlkzU9k"
175,175,2022-04-20 10:09:51+00:00,yoheitsunemi,"ラーメンと格闘していたら、ラーメン議連がトレンドに。これ、地方創生議連、農水族議連じゃない？
しかし、ラーメン弁慶、チャーシュー麺、半ネギ、中盛は、達成感あった。 https://t.co/a2tPDeXKaN","When I was fighting with ramen, the ramen council became a trend. Isn't this the Local Revitalization Federation or the Agricultural and Aquatic Tribe Federation?
However, Ramen Benkei, char siu noodles, half green onions, and Nakamori had a sense of accomplishment. https://t.co/a2tPDeXKaN"
176,176,2022-04-20 09:11:42+00:00,Hitomi04212020,"地方創生番組、みんなで盛り上げちゃおぅ❣️❣️❣️

#イノバズ","Local revitalization program, let's all get excited ❣️❣️❣️

#Innovaz"
177,177,2022-04-20 05:48:59+00:00,caz_mtz,"リモート主体になって働き方も変化している中で、地方創生の観点で、投資するファンドが出てきても良さそうですね🤔
#人事","As work styles are changing due to remote work, it would be nice to have a fund to invest in from the perspective of regional revitalization.
#human resources"
178,178,2022-04-20 00:47:05+00:00,yohhey721,明日柿がふるさと名品オブザイヤーの地方創生賞に選ばれました！,Tomorrow Persimmon has been selected for the regional revitalization award of the hometown masterpiece of the year!
179,179,2022-04-16 06:49:55+00:00,kyoujuhs,#Nowplaying 地方創生プログラム　ONE-J 20220403 - 本仮屋ユイカ／斉藤慎二（ジャングルポケット） (地方創生プログラム　ONE-J) https://t.co/ei3rP2CXBg,#Nowplaying Regional Revitalization Program ONE-J 20220403 - Motokariya Yuika / Saito Shinji (Jungle Pocket) (Regional Revitalization Program ONE-J) https://t.co/ei3rP2CXBg
180,180,2022-04-05 09:34:03+00:00,TOPDIAMOND4,"小比類巻貴之バット折りを披露‼️

#小比類巻道場徳島木頭支部
#小比類巻貴之 
#キックボクシングジム　
#地方創生
#SDGs 
#徳島県那賀町 
#上棟式 
#Tiktok https://t.co/Yu2WlZ87ZK","Takayuki Kohiruimaki shows off his bat folding!! ️

#Kohiruimaki Dojo Tokushima Kito Branch
#Takayuki Kohiruimaki
#Kickboxing gym　
#Regional revitalization
#SDGs
#Naga Town, Tokushima Prefecture
#construction ceremony
#Tiktok https://t.co/Yu2WlZ87ZK"
181,181,2022-04-01 11:44:32+00:00,SGFM_M,@yabuki1223joe おめでとうございます！地方創生、興味あるのでまたお話聞かせてください！,"@yabuki1223joe Congratulations! I'm interested in regional revitalization, so please let me know!"
182,182,2022-03-24 14:32:31+00:00,akikatsu_cmo,当社の代表和田が先日実施しました、セミナーのルポです。「空き家問題と言えばーー」ということで、連日登壇にテレビにラジオにお引き合いいただいております！#空き家 #行政 #地方創生 #メディア,"This is a report of the seminar that our representative Wada conducted the other day. ""Speaking of the problem of vacant houses-"", we are receiving inquiries from TV and radio every day! #empty house #government #regional revitalization #media"
183,183,2022-03-21 16:56:30+00:00,maikyou,BSよしもとが開局　「地方創生」掲げ | 2022/3/21 - 共同通信 https://t.co/X2mOxeYkSf,"BS Yoshimoto opens ""Regional Revitalization"" | 2022/3/21 - Kyodo News https://t.co/X2mOxeYkSf"
184,184,2022-03-21 13:41:12+00:00,Koni1204,"今回BSよしもとのテーマが地方創生
2011年に住みます芸人プロジェクトが始まり11年。
今は住みます芸人と聞くとしってる方もおられますが
初代住みます芸人さん達が各々で
その土地をお笑いで耕してくださってくれたお陰で２代目以降がやり易くなりました！初代の住みます先輩方のおかげです改めて感謝 https://t.co/RazAin2IBe","The theme of BS Yoshimoto this time is regional revitalization
It's been 11 years since the live entertainer project started in 2011.
Some people say that I'm an entertainer who lives here now.
The entertainers who live in the first generation are each
Thanks to the comedy that plowed the land, it became easier for the second and subsequent generations! Thanks to the seniors who live in the first generation Thank you again https://t.co/RazAin2IBe"
185,185,2022-03-14 06:32:04+00:00,Yopi_HERO,明日から大阪出張です！関西にいて時間ある方、夜、天満行きませんか？（笑）地方創生案件新プロジェクトの提案行ってきます！,"I'm on a business trip to Osaka from tomorrow! If you are in Kansai and have time, why not go to Tenma at night? (Laughs) I'm going to propose a new project for regional revitalization!"
186,186,2022-03-13 03:58:27+00:00,caz_mtz,"リモートワークが進む中、介護など現場でしかできない仕事の在り方が求められますね🤔
#地方創生  #地方分散","As remote work progresses, there is a demand for work that can only be done on site, such as nursing care.
#Regional revitalization #Regional decentralization"
187,187,2022-03-10 22:48:47+00:00,NonEliteDome,話題の地方紙には地方創生なんて言葉は使ってほしくないな。新しい価値観に変わる努力もせずに、創生なんてできる訳がないし、そんな所に無駄金を出す余裕なんて日本にないよ。「生きたい」と命懸けで頑張るウクライナを支援する方が遥かに生きたカネの使い道。,"I don't want you to use the word ""regional revitalization"" in topical local papers. There is no way to create something without making an effort to change to a new sense of values, and Japan cannot afford to waste money on such a place. It is far more useful to use the money to support Ukraine, which is striving hard to survive."
188,188,2022-03-07 10:25:42+00:00,NonEliteDome,地方行政って本気で人口流出を止めたいと思ってんのかな？若者が「こんな田舎、1日でも早く出て都会に行きたい」と思うようなことを積極的に推進してるとしか思えない。「変わりたくない」と思うのは自由だけど、それなら「地方創生」とか言わずに「地方安楽死させてほしい」と言うべき。,"Do local governments really want to stop population outflow? I can only think that the young people are actively promoting things that make them think, ""I want to leave such a rural area as soon as possible and go to the city."" You are free to think ""I don't want to change"", but in that case you should say ""I want you to euthanize the region"" instead of saying ""regional revitalization""."
189,189,2022-03-06 01:43:29+00:00,masaki_hamasaki,"#千葉コンバレー も！盛り上げていきたいです！楽しみです！地域連携したいです！

地方創生ベンチャーサミット2022 supported by KDDI ～官民連携で「地方創生」をリードせよ！～ https://t.co/wATnkYiLtL 場所: 株式会社メディアインキュベート https://t.co/pX2u1RAtx9","#Chiba Convalley too! I want to liven it up! I'm looking forward to it! I want to cooperate with the community!

Regional Revitalization Venture Summit 2022 supported by KDDI ~Lead ""regional revitalization"" through public-private partnerships! ~ https://t.co/wATnkYiLtL Location: Media Incubate Co., Ltd. https://t.co/pX2u1RAtx9"
190,190,2022-03-05 04:07:58+00:00,IIDA1982,"3/7-11で、鹿児島県と宮崎県に行きます✈
現地のIT開発会社、自治体の方々と打合せ予定。

#鹿児島市 #宮崎県 #高原町 #地方創生 #小林市 #地方自治体 #地方活性化 #IT開発","I will go to Kagoshima and Miyazaki on March 7-11 ✈
We are planning to have a meeting with local IT development companies and local governments.

#Kagoshima City #Miyazaki Prefecture #Takahara Town #Regional Revitalization #Kobayashi City #Local Government #Regional Revitalization #IT Development"
191,191,2022-03-03 12:09:59+00:00,masaki_hamasaki,"千葉でもやりたい ！

#千葉コンバレー #chiba #スタートアップ #起業 #ベンチャー #cic #千葉 #千葉県 #メディア #新規事業 #オープンイノベーション #地方創生 #イノベーション #大学 #研究開発 場所: CIC Tokyo - 日本最大級のイノベーションセンター https://t.co/sD2fO5yfrX","I want to do it in Chiba too!

#Chiba Convalley #chiba #Startup #Entrepreneurship #Venture #cic #Chiba #Chiba Prefecture #Media #New business #Open innovation #Regional revitalization #Innovation #University #Research and development Venue: CIC Tokyo - Japan's largest innovation center https: //t.co/sD2fO5yfrX"
192,192,2022-03-03 04:33:25+00:00,manaby18,久々のモデレーター終了。肩書きが地方創生ライターになってた。 https://t.co/ZFSCDZ40ZT,The end of the moderator after a long time. The title was a local creation writer. https://t.co/ZFSCDZ40ZT
193,193,2022-03-02 05:43:37+00:00,MayukoMichigoe,"これうちの会社でもやりたい！
春からの新年度の合宿から取り入れてみようかな。

地方創生に携わるものとしては、どんなにオンラインになってもやはり現場に行かねば分からないことはたくさんある。私だけではなくメンバーにも行って感じてほしい。","I want to do this at my company too!
I think I'll incorporate it from the new year's training camp from spring.

As a person involved in regional revitalization, there are many things that cannot be understood without going to the site, no matter how online it becomes. I want not only me but also the members to go and feel it."
194,194,2022-03-02 04:20:32+00:00,PR01_official,"【中途採用】PR会社「株式会社ワンオー」①イベントディレクター、プロデューサー、プランナー
ファッション、地方創生、アート、食、美容など多岐にわたる業種のプロモーション及びイベントに関する企画/戦略立案、イベント制作業務、クライアント営業窓口まで https://t.co/vaRsMeygcE #転職 #PR会社","[Mid-career recruitment] PR company ""One O Co., Ltd."" ① Event director, producer, planner
Promotion of a wide range of industries such as fashion, regional revitalization, art, food, beauty, etc. Planning / strategy planning related to events, event production work, client sales contact https://t.co/vaRsMeygcE #Job change #PR company"
195,195,2022-03-01 13:15:00+00:00,lupin19751101,"印の無いとある有名な企業の方とビジネスディナー。地方をもっと盛り上げることしたいですよねっ！って意見が一致して、これから更に楽しくなりそう☺️

まずはプロジェクトのスタートで、きっちり信頼を作っていきたいっ🤗
＃ホテル再生集団 #ホテル再生 #地方再生 ＃地方創生","A business dinner with a famous company without a mark. I want to liven up the region even more! I agree with you, and it looks like it's going to be even more fun from now on ☺️

First of all, at the start of the project, I want to create trust properly 🤗
# Hotel revitalization group # Hotel revitalization # Regional revitalization # Regional revitalization"
196,196,2022-03-01 13:00:06+00:00,mico10774028,"地方創生本気でやってるね👀

#イノバズ #地域応援バズらせ隊 https://t.co/y7FOW81RpK","I'm serious about regional revitalization 👀

# Innovaz # Regional support buzz corps https://t.co/y7FOW81RpK"
197,197,2022-03-01 03:40:40+00:00,dorami0627,地方創生は何故、上手く行かないのか？｜西野亮廣エンタメ研究所 #note https://t.co/1QuB5f4Mfa,Why is local revitalization not going well? ｜ Akihiro Nishino Entertainment Research Institute #note https://t.co/1QuB5f4Mfa
198,198,2022-02-27 00:28:48+00:00,dorami0627,"【白熱教室#39】失敗し続ける「地方創生」から学ぶこと - 西野亮廣(キングコング) @nishinoakihiro https://t.co/NkyG2XRwVd #Voicy 
生放送中❗","[Incandescent classroom # 39] Learning from ""regional revitalization"" that continues to fail - Akihiro Nishino (King Kong) @nishinoakihiro https://t.co/NkyG2XRwVd #Voicy
Live broadcasting"
199,199,2022-02-26 06:23:29+00:00,caz_mtz,"４年以内の意図・狙いを丁寧に説明が必要となりますね。
#移住
#地方創生

【東京すくすく】東海村が新婚夫婦の転入に補助金、同性カップルも対象　最大20万円 https://t.co/7awMqizDKk","It is necessary to carefully explain the intention and aim within four years.
#migration
#Regional revitalization

[Tokyo Sukusuku] Subsidies for moving in of newlyweds from Tokai Village, including same-sex couples, up to 200,000 yen https://t.co/7awMqizDKk"
200,200,2022-02-20 00:31:48+00:00,caz_mtz,"セットでどのくらい市民・消費者としての人口流入があるかですね。
#地方創生

首都圏から道内への本社移転５倍に　２１年３３社、テレワーク普及が後押し：北海道新聞 どうしん電子版 https://t.co/w4hiGcb0VK","How much population influx as a citizen/consumer is in the set?
#Regional revitalization

Relocation of headquarters from the Tokyo metropolitan area to Hokkaido has increased fivefold. In 2021, 33 companies will be boosted by the spread of telework: Hokkaido Shimbun electronic version https://t.co/w4hiGcb0VK"
201,201,2022-02-19 22:01:03+00:00,N_hiromasa,"昨日佐久市で開催した政策懇談会の模様を公明新聞で掲載いただきました。
防災、地方創生を加速／中川、竹内（し）氏が１１首長から要望聞く／長野で政策懇談会 #公明新聞電子版 2022年02月20日付  https://t.co/Nf1LjaeEZo https://t.co/mAgoBvZNiz","The Komei Shimbun published a report on the policy meeting held in Saku City yesterday.
Accelerating disaster prevention and regional revitalization / Mr. Nakagawa and (Shi) Takeuchi listen to requests from 11 mayors / Policy round-table conference in Nagano #Komei Shimbun electronic version February 20, 2022 https://t.co/Nf1LjaeEZo https:/ /t.co/mAgoBvZNiz"
202,202,2022-02-19 12:53:28+00:00,caz_mtz,"参考。
労働市場だけではなく、教育環境のリモート化もセットで議論が必要だと感じました。
#地域複業
#副業
#地方創生

| サイボウズ式 (@cybozushiki)  https://t.co/TRLruIa9y9","reference.
I felt that it was necessary to discuss not only the labor market but also the remote education environment as a set.
#Regional multi-business
#side job
#Regional revitalization

| Cybozu style (@cybozushiki) https://t.co/TRLruIa9y9"
203,203,2022-02-16 13:39:54+00:00,LoveCrypto6,"地方創生もリアムプロモーションのお仕事です💚

#リアムプロモーション","Regional revitalization is also Liam Promotion's job 💚

#Liam promotion"
204,204,2022-02-16 06:01:19+00:00,kazumyfarm,"AgVenture Labさんから案内がきました。農業ベンチャースタートアップの登竜門ですよ！「食と農、くらしの未来を共創する」をテーマにJAアクセラレーター第４期の募集を開始！3月31日まで
テーマ：「食と農、くらしの未来を共創する」
領域：食、農、金融、くらし、地方創生
https://t.co/YpeZ6ekixQ","I got a guide from AgVenture Lab. It's a gateway to success for agricultural venture startups! Recruitment for the 4th term of JA Accelerator has started with the theme of ""co-creating the future of food, agriculture and living""! Until March 31st
Theme: ""Food and agriculture, co-creating the future of living""
Areas: food, agriculture, finance, living, regional revitalization
https://t.co/YpeZ6ekixQ"
205,205,2022-02-15 13:04:19+00:00,LoveCrypto6,"今晩の #イノバズ の放送予定です💚

みんな見てね💚地方創生バラエティ番組です。

#応援バズらせ隊
https://t.co/cuqmWmFDiy

⬇️ ⬇️ ⬇️","#Innovaz will be broadcast tonight 💚

Everyone check it out 💚 it's a local creation variety show.

# cheering buzz corps
https://t.co/cuqmWmFDiy

⬇️ ⬇️ ⬇️"
206,206,2022-02-15 13:04:11+00:00,LoveCrypto6,"今晩の #イノバズ の放送予定です💚

みんな見てね💚地方創生バラエティ番組です。

#応援バズらせ隊
https://t.co/cuqmWmFDiy

⬇️ ⬇️ ⬇️","#Innovaz will be broadcast tonight 💚

Everyone check it out 💚 it's a local creation variety show.

# cheering buzz corps
https://t.co/cuqmWmFDiy

⬇️ ⬇️ ⬇️"
207,207,2022-02-14 06:52:18+00:00,boxer_shingo,"午前中は、国民民主党国会議員の皆さんと、第4回目となる合同ヒアリング＆意見交換会へ。今回は地方創生について。
どんどん進めて欲しい一方、その錦の御旗が「東京一極集中の是正」では大きな違和感を感じます。東京vs地方ではなく、東京も含めた地方創生をしっかりと要望していきたいと思います。 https://t.co/F9aFxmegGY","In the morning, I went to the 4th joint hearing and exchange of opinions with Diet members of the Democratic Party for the People. This time it's about local revitalization.
While I would like to see more and more progress, I feel a great sense of incongruity that the brocade flag is ""correction of overconcentration in Tokyo."" I would like to firmly request regional revitalization that includes Tokyo, not just Tokyo vs. other regions. https://t.co/F9aFxmegGY"
208,208,2022-02-12 13:09:14+00:00,LoveCrypto6,"#イノバズ の次回のバズりポイントは、
#宮城県七ヶ浜 なんだ！

NONSTYLE井上のバズらせジャパンは、
地方創生バラエティ番組です💚

制作は、#リアムプロモーション  💚

#応援バズらせ隊
https://t.co/cuqmWmFDiy","#Innovaz's next buzz point is
#Shichigahama, Miyagi Prefecture!

NONSTYLE Inoue Bazurase Japan
It's a local creation variety show 💚

Produced by #Liam Promotion 💚

# cheering buzz corps
https://t.co/cuqmWmFDiy"
209,209,2022-02-12 06:14:04+00:00,keitoyoda,"銚子で農業やろうぜ！ 
https://t.co/AnU3a5u34t #amebaownd #ラジオ #レインボータウンFM #農業革命 #アフロ農家 #アフロキャベツ #アフロコーン #銚子 #坂尾英彦 #ワーケーション #地方創生 #二拠点生活","Let's do farming in Choshi!
https://t.co/AnU3a5u34t #amebaownd #Radio #Rainbow Town FM #Agricultural Revolution #Afro Farmer #Afro Cabbage #Afro Corn #Choshi #Hidehiko Sakao #Workation #Regional Creation #Two Base Life"
210,210,2022-02-03 23:03:55+00:00,RollingStone31,"新しい資本主義
生産拠点の国内回帰を、地方創生と併せて経済支援策として助成や融資補助でバックアップしてはどうか。環境負荷低減の生産拠点について。
人口増加にもなるし、雇用拡大、地方分散、地産地消にもなる。
地方財政も好転し経済がうまく回る。
#岸田文雄　#自由民主党　#新しい資本主義","new capitalism
How about backing up the domestic return of production bases with subsidies and loan subsidies as economic support measures in conjunction with regional revitalization? Regarding production bases with reduced environmental impact.
It will also increase the population, expand employment, decentralize regionally, and promote local production for local consumption.
Local government finances have improved and the economy is doing well.
# Fumio Kishida # Liberal Democratic Party # New capitalism"
211,211,2022-02-03 10:36:52+00:00,pando_life,"自分らしく生きる社会人と話せるイベント開催
〈出演〉萌木の村 総支配人　舩木上次氏

40年以上、山梨・清里にて地域づくりへ取組続ける想いや考えが聞けるイベントです⛰

日時 : 2月9日(水) 19:00-20:30
場所 : オンライン開催
#学生団体 #SDGs
#地方創生 #地域貢献
https://t.co/ZY5JGboGrk","Holding an event where you can talk to people who live like you
<Appearance> Moeginomura General Manager Mr. Joji Funaki

It is an event where you can hear the thoughts and ideas that continue to work on community development in Yamanashi and Kiyosato for over 40 years⛰

Date: February 9 (Wed) 19:00-20:30
Location: Online
#Student Groups #SDGs
#Regional Revitalization #Regional Contribution
https://t.co/ZY5JGboGrk"
212,212,2022-02-02 11:11:12+00:00,akita_izatan,打ち合わせで再び湯沢フェア会場の丸ビルカフェ訪問。流行病明けのあきたいざたんイベント🎪会場およびカフェとの提携等について責任者の方と協議してきました👍東京駅からも直結で便利だ!食に関する地方創生イベントにぴったりの場所だ!秋田とのハイブリッドイベントも行けるね〜🙌 https://t.co/9z2NOQNZfH,I visited the Marunouchi Building cafe at the Yuzawa fair venue again for a meeting. Akita Izatan event after the end of the epidemic 🎪We have discussed with the person in charge about partnerships with the venue and cafe👍It is convenient because it is directly connected to Tokyo Station! It is the perfect place for a food-related regional revitalization event!Akita You can also go to a hybrid event with 🙌 https://t.co/9z2NOQNZfH
213,213,2022-02-01 02:28:47+00:00,abetoshiko,今日から2月です。今朝は　#教育、#人材力　強化調査会に出席しました。人材の多様性こそが地方創生にも、強い日本にも重要です。感染状況も厳しいですが、感染対策しながら、本日も宜しくお願い致します。 場所: 衆議院第二議員会館 https://t.co/fnpxq2pHtJ,"It's February from today. This morning, I attended the #Education and #Human Resource Strengthening Research Committee. Diversity of human resources is important for regional revitalization and for a strong Japan. The infection situation is tough, but thank you for your continued support today while taking care of the infection. Location: Second Members' Office Building of the House of Representatives https://t.co/fnpxq2pHtJ"
214,214,2022-01-29 02:08:15+00:00,inubouz_P,"地方創生こまちプロジェクトは【まん防】が明けるまで、イベント出演を自粛させて頂くことに致しました。
若い子たちの貴重な時間、今しかできないイベントでの体験を自分の判断で奪ってしまうこと、そして、イベントの主催様、関係者皆様にご迷惑をおかけしてしまうこと、心よりお詫び申し上げます。 https://t.co/UhM7Y5GFdB","The Regional Creation Komachi Project has decided to refrain from appearing at events until [Manpo] is over.
I would like to sincerely apologize for depriving the young children of their precious time and the experience of an event that can only be done now, and for causing trouble to the event organizers and everyone involved. . https://t.co/UhM7Y5GFdB"
215,215,2022-01-27 12:47:18+00:00,nagaotouge,デジタル化だけで地方創生できたらそんな楽なことはないな,It wouldn't be so easy if regional revitalization could be achieved through digitalization alone.
216,216,2022-01-27 10:41:24+00:00,MayukoMichigoe,地方創生やインバウンドに取り組む中で、デジタルマーケは重要になるがしっかり市場リサーチをして、戦略・仮説を立て検証をし、数字を振り返り、結果を活かして次の施策や検証をする。このPDCAサイクルを回せている地域は非常に少ないように思う。長期的にPDCAサイクルをとにかく回していく事が重要。,"While working on regional revitalization and inbound, digital marketing will be important, but do thorough market research, formulate strategies and hypotheses, verify them, look back at the numbers, and use the results to develop the next measures and verifications. I think there are very few regions that can turn this PDCA cycle. In the long term, it is important to keep going through the PDCA cycle."
217,217,2022-01-24 00:55:10+00:00,erikorin,"これ、普通にいいね。電気代をふるさと納税で支払える仕組み。顔の見える電力ならでは。#みんな電力 
ふるさと納税で再エネ×地方創生 / NEWS / みんな電力 世界の電力に、選べる自由と楽しさを。 https://t.co/5r9IxpszXH","This is normal. A system that allows you to pay your electricity bill with hometown tax. Only electricity with a visible face. #Everyone's power
Renewable energy x regional revitalization through hometown tax / NEWS / Minna Denryoku Freedom and fun to choose for the world's electricity. https://t.co/5r9IxpszXH"
218,218,2022-01-20 05:32:47+00:00,arisa_takao,"【茅ヶ崎駅すぐ！学年不問・週2日・3ヶ月以上でOK/湘南エリアの学生さん必見◎】

弊社湘南オフィスでのインターン募集です！セールスアシスタントだけでなく、マーケティングやDX、地方創生、ウェルビーイングに関わるプロジェクトにも関われます✨オフィスもおしゃかわ！

興味ある方、是非！♥","[Immediately from Chigasaki Station! Any grade, 2 days a week, 3 months or more OK / A must-see for students in the Shonan area ◎]

We are looking for an intern at our Shonan office! In addition to being a sales assistant, I am also involved in projects related to marketing, DX, regional revitalization, and well-being.

If you are interested, come on! ♥"
219,219,2022-01-17 10:23:53+00:00,takahashimitsu7,"本日、通常国会開会

午前、参院特別委員会の編成変更に伴い、地方創生及びデジタル社会の形成等に関する特別委員会が開かれ、新たに理事に就任しました（※これに伴いODA特別委員会理事は退任）

午後、国交省から水管理・国土保全局の予算説明に加え、先月の東六甲砂防出張所訪問のフォローアップ📝 https://t.co/Kfvb6mM9Qd","The ordinary session of the Diet opens today

In the morning, a special committee on regional revitalization and the formation of a digital society was held in line with the reorganization of the House of Councilors special committee, and I was newly appointed as a director.

In the afternoon, the Ministry of Land, Infrastructure, Transport and Tourism explained the budget of the Water Management and Land Conservation Bureau, and followed up on the visit to the Higashi Rokko Sabo Branch Office last month📝 https://t.co/Kfvb6mM9Qd"
220,220,2022-01-09 10:05:27+00:00,Kcricehill,"北欧の若者の99.9％は日本についてほとんど知らない…それでも“日本スゴイ”コンテンツが発信され続ける“本質的な理由”
『寡欲都市TOKYO 若者の地方移住と新しい地方創生』より #1 #文春オンライン https://t.co/QnPMPfoYZH","99.9% of young people in Scandinavia know little about Japan…the “essential reason” that “Japan is amazing” content continues to be distributed
#1 # Bunshun Online https://t.co/QnPMPfoYZH"
221,221,2022-01-04 23:26:09+00:00,Battle_Blue_F,忠犬ハチ公のふるさとを救う地方創生型ショップ「ハチふる」で秋田名物「稲庭うどん」の実演・体験・試食・販売会を開催 https://t.co/yEI5RsiTmA,"Demonstration, experience, tasting, and sales event of Akita's specialty ""Inaniwa Udon"" will be held at ""Hachifuru"", a local creation shop that saves the hometown of Hachiko, a faithful dog https://t.co/yEI5RsiTmA"
222,222,2022-01-01 13:17:30+00:00,LeeYukuei,"#bcリーグ
あけましておめでとうございます。
8球団でのリスタート。不安もありますが、野球で地方創生、そして多くの若者が上のステージに進むことができる、そんな場所を作れるように。一ファンではありますが、協力したいと存じます","#bc league
Happy new year
Restart with 8 teams. I have some concerns, but I hope to create a place where baseball can revitalize the region and where many young people can advance to the next stage. Although I am a fan, I would like to cooperate"
